City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,al 'alamayn,30.8301,28.955,287.05,47,90,8.91,EG,1706620429
299,boyolangu,-8.1181,111.8935,298.27,91,78,0.45,ID,1706620430
300,rio preto da eva,-2.698,-59.7017,303.02,65,39,2.19,BR,1706620431
301,cockburn town,24.0518,-74.5314,294.94,61,100,5.76,BS,1706620432
302,neryungri,56.6664,124.6383,243.22,98,100,1.9,RU,1706620432
303,makar'yev,57.885,43.8049,273.3,85,13,5.16,RU,1706620433
304,galliano,29.4422,-90.2993,280.93,76,100,1.28,US,1706620434
305,kalmunai,7.409,81.8347,299.42,83,12,3.57,LK,1706620435
306,burutu,5.3533,5.5083,309.3,31,94,3.27,NG,1706620436
307,tommot,58.9572,126.2916,235.09,99,61,0.92,RU,1706620436
308,hoxtolgay,46.5187,86.0021,260.27,89,100,1.03,CN,1706620437
309,san andros,25.0667,-78.05,292.42,62,100,4.73,BS,1706620438
310,vyazemskiy,47.5376,134.7556,248.24,94,34,1.47,RU,1706620439
311,punta arenas,-53.1548,-70.9113,283.27,81,75,5.14,CL,1706620440
312,boguchany,58.3814,97.4531,244.74,100,18,0.89,RU,1706620441
313,zeya,53.736,127.257,246.27,99,99,1.45,RU,1706620441
314,three points,32.0767,-111.3137,286.58,44,36,1.14,US,1706620442
315,yangambi,0.7676,24.4397,312.3,20,38,0.39,CD,1706620443
316,gimbi,9.1703,35.8349,300.13,28,98,1.49,ET,1706620444
317,shahpur,23.8937,79.0507,294.04,28,100,1.15,IN,1706620445
318,salekhard,66.53,66.6019,258.13,95,100,5.41,RU,1706620364
319,chonchi,-42.6239,-73.775,293.54,49,0,0.96,CL,1706620446
320,utrik,11.2278,169.8474,299.26,77,100,8.97,MH,1706620447
321,yuzhno-sakhalinsk,46.9541,142.736,261.2,85,40,0.0,RU,1706620293
322,york,40.8681,-97.592,273.54,100,0,0.0,US,1706620449
323,suva,-18.1416,178.4415,297.86,100,75,2.06,FJ,1706620450
324,gizo,-8.103,156.8419,298.81,91,100,7.51,SB,1706620450
325,greenland,13.2581,-59.5776,300.07,73,6,5.5,BB,1706620451
326,gilgit,35.9187,74.3125,280.46,57,100,1.06,PK,1706620452
327,qianzhou,28.3193,109.7335,280.8,97,100,0.67,CN,1706620453
328,inongo,-1.9275,18.2881,301.92,60,76,1.41,CD,1706620454
329,colares,38.7992,-9.4469,291.18,80,0,6.71,PT,1706620455
330,saudarkrokur,65.7461,-19.6394,268.97,85,100,6.95,IS,1706620455
331,beitbridge,-22.2167,30.0,307.83,26,11,5.58,ZW,1706620456
332,tangalle,6.0234,80.7974,299.05,88,43,3.31,LK,1706620457
333,pangody,65.85,74.4859,253.12,94,8,8.04,RU,1706620458
334,imbituba,-28.24,-48.6703,296.96,67,0,1.41,BR,1706620459
335,qaqortoq,60.7184,-46.0356,248.58,77,0,2.82,GL,1706620459
336,adh dhibiyah,26.027,43.157,294.43,15,0,5.56,SA,1706620460
337,khovd,48.0056,91.6419,252.56,93,12,0.35,MN,1706620461
338,ahau,-12.5,177.05,300.57,85,100,6.5,FJ,1706620462
339,enewetak,11.3474,162.3373,299.75,69,53,9.47,MH,1706620463
340,carutapera,-1.195,-46.02,300.73,77,100,1.71,BR,1706620464
341,rio grande,-53.7877,-67.7095,284.2,82,0,3.09,AR,1706620465
342,villa gesell,-37.2639,-56.973,300.4,58,0,3.21,AR,1706620465
343,podgorenskiy,50.405,39.643,270.75,89,95,5.81,RU,1706620466
344,nuuk,64.1835,-51.7216,257.49,60,40,7.2,GL,1706619855
345,tympaki,35.0729,24.7685,283.13,71,62,6.26,GR,1706620468
346,pisco,-13.7103,-76.2054,297.09,78,95,1.03,PE,1706620469
347,pak chong,14.708,101.4161,300.95,55,100,3.41,TH,1706620469
348,cairns city,-16.9192,145.7741,302.1,95,40,0.0,AU,1706620110
349,kataragama,6.4134,81.3346,298.98,85,10,3.88,LK,1706620471
350,undurkhaan,47.3194,110.6556,242.44,99,16,0.63,MN,1706620472
351,osakarovka,50.5622,72.5709,258.56,90,100,2.73,KZ,1706620473
352,coyutla,20.2472,-97.6582,291.05,87,100,0.73,MX,1706620474
353,warwick,-28.219,152.0344,295.1,94,28,4.02,AU,1706620474
354,vodnyy,63.5046,53.4095,272.82,95,100,4.61,RU,1706620475
355,saldanha,-33.0117,17.9442,295.14,69,100,5.93,ZA,1706620392
356,al basrah al qadimah,30.5032,47.8151,295.12,28,100,2.55,IQ,1706620208
357,eyl,7.9803,49.8164,301.23,57,92,9.75,SO,1706620478
358,tevragh zeina,18.0989,-15.9885,304.15,22,0,7.2,MR,1706620478
359,puerto san carlos,24.7887,-112.105,292.06,70,100,4.32,MX,1706620479
360,tchintabaraden,15.8969,5.7985,301.99,10,89,7.23,NE,1706620480
361,kichmengskiy gorodok,59.9816,45.7854,272.01,94,100,4.92,RU,1706620481
362,san andres,12.5832,-81.7064,300.1,69,20,5.14,CO,1706620482
363,shenjiamen,29.9576,122.298,283.85,96,91,1.58,CN,1706620483
364,gaspe,48.8334,-64.4819,260.1,84,40,1.54,CA,1706620483
365,ishigaki,24.3448,124.1572,292.22,88,93,1.03,JP,1706620484
366,junin,-34.5838,-60.9433,304.62,29,0,2.59,AR,1706620357
367,gladstone,-23.8485,151.2577,297.5,94,100,2.06,AU,1706620486
368,nikel,69.4129,30.222,272.25,91,100,9.5,RU,1706620487
369,zhigulevsk,53.3997,49.4953,270.47,97,100,4.68,RU,1706620382
370,mandan,46.8267,-100.8896,271.49,94,0,3.09,US,1706620488
371,yanam,16.7331,82.2136,294.22,73,2,2.3,IN,1706620489
372,totness,5.8762,-56.3257,301.2,73,94,4.48,SR,1706620490
373,talara,-4.5807,-81.2748,299.61,78,0,6.17,PE,1706620206
374,bafq,31.6035,55.4025,287.27,25,6,5.15,IR,1706620492
375,innisfil,44.3001,-79.6496,273.16,87,100,5.56,CA,1706620492
376,tanjung pandan,-2.7335,107.6348,299.7,84,100,4.29,ID,1706620493
377,tasbuget,44.7702,65.5546,268.16,86,75,5.0,KZ,1706620494
378,punta cana,18.5818,-68.4043,299.02,78,40,0.0,DO,1706620473
379,santiago de cuba,20.0208,-75.8267,294.2,68,40,6.17,CU,1706620496
380,dryden,49.7833,-92.7503,270.31,100,100,2.57,CA,1706620497
381,tindouf,27.6711,-8.1474,295.81,16,6,7.97,DZ,1706620213
382,miguel ahumada,30.6186,-106.5122,283.85,44,38,1.25,MX,1706620498
383,la ronge,55.1001,-105.2842,271.29,93,20,1.54,CA,1706620499
384,dapa,9.7594,126.0531,299.43,84,100,6.48,PH,1706620500
385,berdigestyakh,62.0984,126.6957,237.07,99,62,1.56,RU,1706620501
386,santo antonio do ica,-3.1022,-67.9397,299.36,90,99,1.32,BR,1706620501
387,sitka,57.0532,-135.3309,279.09,87,100,6.17,US,1706620502
388,jalalpur,26.3116,82.7386,289.31,48,67,1.55,IN,1706620503
389,howard springs,-12.4958,131.0445,298.1,96,100,1.07,AU,1706620504
390,saint-pierre,46.7791,-56.1773,263.92,86,100,14.92,PM,1706620505
391,yuzhno-kurilsk,44.0273,145.8615,273.64,77,93,8.19,RU,1706620506
392,linxia chengguanzhen,35.6003,103.2064,272.23,39,83,0.74,CN,1706620507
393,bubaque,11.2833,-15.8333,299.19,44,13,1.87,GW,1706620508
394,salinopolis,-0.6136,-47.3561,298.66,85,100,5.0,BR,1706620508
395,gueltat zemmour,25.1428,-12.3717,297.94,10,0,5.6,MR,1706620509
396,weno,7.4465,151.8414,301.19,72,100,8.96,FM,1706620510
397,sinan,34.8262,126.1086,280.21,76,100,3.11,KR,1706620511
398,soio,-6.1349,12.3689,301.91,77,100,3.31,AO,1706620512
399,whittlesea,-32.1759,26.8244,304.44,40,22,7.5,ZA,1706620513
400,zyryanovsk,49.7265,84.2732,253.48,98,100,0.93,KZ,1706620513
401,quixeramobim,-5.1992,-39.2928,305.64,44,54,3.82,BR,1706620514
402,alta,69.9689,23.2717,273.74,84,100,2.06,NO,1706620515
403,cromer,52.9312,1.2989,280.41,87,100,6.26,GB,1706620516
404,krasnogorskiy,56.1525,48.3258,273.94,88,100,4.62,RU,1706620516
405,buala,-8.145,159.5921,298.49,93,100,4.33,SB,1706620517
406,acarau,-2.8856,-40.12,304.38,55,27,6.15,BR,1706620518
407,shanting,35.0753,117.4578,276.59,93,43,1.74,CN,1706620519
408,abatskoye,56.2875,70.4555,259.17,97,86,3.01,RU,1706620520
409,alaghsas,17.0187,8.0168,299.09,11,0,11.32,NE,1706620520
410,antonio enes,-16.2325,39.9086,301.7,66,91,4.65,MZ,1706620521
411,north bend,43.4065,-124.2243,285.29,100,100,2.06,US,1706620522
412,zhangjiakou shi xuanhua qu,40.6103,115.0447,267.49,84,74,2.67,CN,1706620523
413,ola,59.5782,151.2982,247.39,85,17,3.82,RU,1706620523
414,lata,-10.725,165.7972,298.77,88,100,1.98,SB,1706620524
415,george town,19.2866,-81.3744,296.16,56,75,4.63,KY,1706620525
416,luderitz,-26.6481,15.1538,299.63,50,39,8.23,NA,1706620526
417,al 'aziziyah,32.9094,45.0636,291.99,17,2,2.12,IQ,1706620526
418,shimoda,34.6765,138.9446,281.78,62,33,1.06,JP,1706620527
419,danville,34.4145,-87.0875,273.13,83,11,1.97,US,1706620528
420,mar del plata,-38.0004,-57.5562,300.89,63,0,8.94,AR,1706620529
421,fort bragg,39.4457,-123.8053,289.75,80,100,3.11,US,1706620530
422,sittwe,20.1462,92.8983,294.64,58,89,5.66,MM,1706620531
423,ayas,40.0193,32.3322,274.3,39,0,7.77,TR,1706620531
424,floro,61.5996,5.0328,276.19,70,0,3.6,NO,1706620532
425,chukhloma,58.7538,42.6832,273.76,86,7,5.36,RU,1706620533
426,mulayjah,27.271,48.4242,298.88,32,5,3.7,SA,1706620534
427,qacha's nek,-30.1154,28.6894,300.59,31,7,6.34,LS,1706620535
428,nuku'alofa,-21.1394,-175.2018,299.33,94,75,1.54,TO,1706620535
429,villa de arista,22.6425,-100.8481,281.59,72,100,0.03,MX,1706620536
430,kudahuvadhoo,2.6708,72.8944,300.95,78,28,5.04,MV,1706620537
431,luanda,-8.8368,13.2343,303.15,71,75,4.63,AO,1706620401
432,formosa,-26.1849,-58.1731,306.45,51,0,1.03,AR,1706620539
433,nova sintra,14.8714,-24.6956,294.49,63,7,7.78,CV,1706620539
434,boksitogorsk,59.4741,33.8485,272.37,95,98,2.14,RU,1706620540
435,mugia,43.1041,-9.2179,291.99,71,100,4.7,ES,1706620541
436,phan rang-thap cham,11.5643,108.9886,295.18,91,98,3.41,VN,1706620542
437,marsh harbour,26.5412,-77.0636,292.95,59,100,5.21,BS,1706620543
438,shuangcheng,45.35,126.2833,254.97,95,100,3.59,CN,1706620544
439,ulaangom,49.9811,92.0667,240.68,95,25,1.26,MN,1706620544
440,al kharijah,25.4514,30.5464,290.81,23,0,6.27,EG,1706620545
441,raduzhny,62.0961,77.475,253.04,97,41,4.19,RU,1706620421
442,nizhnevartovsk,60.9344,76.5531,252.6,84,20,5.0,RU,1706620278
443,pyhajarvi,67.0701,27.2176,275.1,84,100,7.62,FI,1706620547
444,buka,-5.4326,154.671,301.34,80,100,2.01,PG,1706620548
445,hwange,-18.3645,26.4988,307.51,31,60,3.67,ZW,1706620549
446,santana,32.8,-16.8833,292.04,80,20,1.54,PT,1706620550
447,pont rouge,48.8833,-72.0825,252.31,98,90,1.11,CA,1706620550
448,smithers,54.7804,-127.1743,279.33,81,100,3.6,CA,1706620551
449,jombang,-7.546,112.2331,297.07,96,95,1.29,ID,1706620552
450,morant bay,17.8815,-76.4093,299.94,79,20,2.09,JM,1706620553
451,shalqar,47.8333,59.6,264.16,88,100,2.16,KZ,1706620554
452,hadibu,12.6488,54.019,300.15,64,100,5.24,YE,1706620554
453,meizhou,24.2886,116.1177,291.35,88,33,1.1,CN,1706620555
454,challapata,-18.9021,-66.7705,286.17,54,94,2.16,BO,1706620556
455,ambovombe,-25.1784,46.0872,299.1,66,22,9.37,MG,1706620557
456,shahin dezh,36.6793,46.5669,276.97,59,100,2.15,IR,1706620557
457,iquitos,-3.7491,-73.2538,300.14,94,0,1.54,PE,1706620558
458,puerto santa,-8.9877,-78.6473,296.64,85,98,2.42,PE,1706620559
459,devon,53.3668,-113.7353,282.87,69,100,6.17,CA,1706620480
460,nalgonda,17.0544,79.2671,298.82,34,7,2.62,IN,1706620561
461,sombrio,-29.1139,-49.6167,300.36,69,0,1.59,BR,1706620561
462,rakops,-21.0226,24.3605,307.63,27,99,4.11,BW,1706620562
463,makurdi,7.7338,8.5214,311.23,10,96,3.81,NG,1706620563
464,kenora,49.7674,-94.4899,270.68,100,100,2.57,CA,1706620564
465,paraiso,18.4012,-93.2141,292.99,69,26,1.81,MX,1706620565
466,savave village,-8.0273,178.3135,302.14,79,100,7.49,TV,1706620565
467,wynyard,-40.9897,145.7262,286.89,78,0,4.5,AU,1706620566
468,seremban,2.7297,101.9381,300.88,90,33,1.7,MY,1706620567
469,marakkanam,12.1921,79.9419,298.24,72,100,5.5,IN,1706620568
470,lhokseumawe,5.1801,97.1507,299.77,83,57,2.8,ID,1706620568
471,dedougou,12.4634,-3.4608,306.73,8,61,4.44,BF,1706620569
472,blenheim,-41.516,173.9528,285.11,89,36,2.08,NZ,1706620570
473,nikolayevsk-on-amure,53.1466,140.7229,253.11,99,94,1.32,RU,1706620571
474,sorong,-0.8796,131.261,300.6,83,97,2.65,ID,1706620572
475,yermakovskoye,53.2755,92.4002,255.11,100,82,0.29,RU,1706620572
476,severo-yeniseyskiy,60.3755,93.0302,247.39,98,86,1.79,RU,1706620573
477,mahibadhoo,3.7571,72.9689,300.53,80,88,6.57,MV,1706620574
478,punta alta,-38.8759,-62.0736,299.82,58,100,0.39,AR,1706620575
479,whyalla stuart,-33.0249,137.5247,293.2,60,0,8.93,AU,1706620575
480,toledo,7.3098,-72.483,292.78,64,49,1.33,CO,1706620576
481,kapuskasing,49.4169,-82.4331,270.2,100,75,2.06,CA,1706620577
482,katsuura,35.1462,140.3151,283.33,68,78,2.09,JP,1706620578
483,aral,46.8017,61.6631,263.24,91,12,4.07,KZ,1706620579
484,arno,7.0669,171.5541,299.09,89,100,3.09,MH,1706620579
485,san jose village,14.9682,145.62,299.55,73,41,11.8,MP,1706620580
486,hasaki,35.7333,140.8333,277.37,53,11,3.3,JP,1706620581
487,fisterra,42.9049,-9.2629,291.9,74,100,4.94,ES,1706620582
488,phan thiet,10.9289,108.1021,296.63,86,40,5.9,VN,1706620582
489,brookings,42.0526,-124.284,286.71,89,75,2.06,US,1706620583
490,tselinnoye,54.5011,63.6736,257.35,98,63,3.16,RU,1706620362
491,moyynkum,44.2846,72.9392,270.71,95,100,2.41,KZ,1706620585
492,puerto baquerizo moreno,-0.9017,-89.6102,298.62,84,100,4.71,EC,1706620586
493,ketchikan,55.3418,-131.6476,281.41,93,100,7.72,US,1706620586
494,simdega,22.6152,84.5021,293.03,35,100,2.79,IN,1706620587
495,al balyana,26.2357,32.0035,290.62,24,0,6.61,EG,1706620588
496,goondiwindi,-28.5471,150.3055,297.0,80,1,5.25,AU,1706620589
497,doullens,50.1572,2.3402,283.46,69,70,6.83,FR,1706620589
498,aripuana,-9.1667,-60.6333,301.41,68,50,1.31,BR,1706620590
499,trabzon,41.005,39.7269,280.94,66,40,1.54,TR,1706620294
500,cleveland,33.744,-90.7248,281.13,91,11,3.12,US,1706620592
501,radviliskis,55.8167,23.5333,276.18,81,0,3.09,LT,1706620592
502,vicuna,-30.0354,-70.7127,300.56,53,1,2.23,CL,1706620593
503,jieshou,33.2634,115.3611,278.82,80,98,1.35,CN,1706620594
504,yaren,-0.5508,166.9252,302.08,73,100,6.76,NR,1706620595
505,lazaro cardenas,30.5282,-115.9262,288.13,58,0,1.53,MX,1706620595
506,playa del ingles,27.7567,-15.5787,298.01,43,100,3.98,ES,1706620596
507,aswan,24.0908,32.8994,292.38,25,0,5.91,EG,1706620597
508,vorkuta,67.4988,64.0525,259.49,95,100,6.37,RU,1706620598
509,novo aripuana,-5.1206,-60.3797,301.14,78,90,1.6,BR,1706620598
510,tanda,7.8034,-3.1683,311.1,9,5,1.49,CI,1706620599
511,chegdomyn,51.1285,133.0083,246.59,99,100,0.84,RU,1706620600
512,charlottetown,46.2346,-63.1256,266.59,74,100,9.77,CA,1706620601
513,porto novo,17.0197,-25.0647,298.15,54,0,6.07,CV,1706620602
514,kununurra,-15.7783,128.7421,301.12,89,68,4.12,AU,1706620602
515,mandalgovi,45.7625,106.2708,249.01,91,13,2.14,MN,1706620603
516,pingzhuang,42.0372,119.2889,261.73,88,100,4.9,CN,1706620604
517,sisimiut,66.9395,-53.6735,246.74,86,40,5.69,GL,1706620605
518,tolanaro,-25.0325,46.9833,298.82,68,88,5.31,MG,1706620606
519,la'ie,21.6455,-157.9225,299.12,95,3,0.89,US,1706620606
520,tidjikja,18.5564,-11.4271,300.18,8,0,8.92,MR,1706620607
521,taroa,8.7058,171.2275,299.65,86,100,10.08,MH,1706620608
522,taizhou,32.4907,119.9081,281.16,95,97,2.85,CN,1706620609
523,gorontalo,0.5375,123.0625,298.19,93,38,1.96,ID,1706620609
524,cuito,-12.3833,16.9333,299.23,49,58,2.78,AO,1706620610
525,hobart,44.4993,-88.1499,275.48,91,100,2.57,US,1706620611
526,murashi,59.3999,48.9615,272.29,91,94,5.61,RU,1706620612
527,martapura,-3.4109,114.8642,299.26,94,20,0.0,ID,1706620613
528,jiexiu,37.0244,111.9125,275.41,67,0,1.98,CN,1706620494
529,chibougamau,49.9168,-74.3659,257.94,85,100,3.6,CA,1706620614
530,gualaceo,-2.8926,-78.7781,288.02,94,100,1.94,EC,1706620615
531,platteville,42.7342,-90.4785,276.01,81,100,4.12,US,1706620616
532,kingston,-29.0546,167.9663,294.38,68,75,4.63,NF,1706620616
533,nabire,-3.3599,135.5007,298.92,90,100,1.16,ID,1706620617
534,zelenoborskiy,66.845,32.3622,275.2,84,100,6.5,RU,1706620618
535,nioki,-2.7204,17.69,307.43,43,100,0.92,CD,1706620619
536,ahfir,34.9537,-2.1003,290.49,56,11,3.03,MA,1706620620
537,kiruna,67.8557,20.2251,275.66,70,0,10.8,SE,1706620620
538,tervel,43.7479,27.4091,275.92,61,96,4.83,BG,1706620621
539,luwuk,-0.9516,122.7875,299.96,86,30,1.05,ID,1706620622
540,tacuarembo,-31.7169,-55.9811,299.89,60,9,1.91,UY,1706620623
541,codrington,17.6333,-61.8333,299.21,75,0,6.04,AG,1706620623
542,mareeba,-16.991,145.4231,299.52,85,94,1.29,AU,1706620624
543,corner brook,48.95,-57.952,253.01,81,6,1.4,CA,1706620625
544,general conesa,-40.1041,-64.4559,300.42,40,56,2.08,AR,1706620626
545,yichang,30.7144,111.2847,283.34,71,100,0.65,CN,1706620598
546,roma,-26.5674,148.7875,297.58,89,100,5.45,AU,1706620627
547,gandajika,-6.745,23.9533,294.57,93,100,1.47,CD,1706620628
548,pacific grove,36.6177,-121.9166,285.18,92,0,2.06,US,1706620629
549,joshimath,30.5554,79.5644,277.44,56,19,1.09,IN,1706620630
550,shifnal,52.6704,-2.3725,281.14,81,75,4.12,GB,1706620334
551,vuktyl,63.8567,57.3094,262.65,92,100,6.71,RU,1706620631
552,male,4.1752,73.5092,303.12,74,40,6.17,MV,1706620632
553,menongue,-14.6585,17.691,301.43,45,94,2.51,AO,1706620633
554,am timan,11.0297,20.2827,307.81,9,0,3.11,TD,1706620633
555,labytnangi,66.6572,66.4183,258.2,96,100,4.26,RU,1706620634
556,hangzhou,30.2937,120.1614,283.1,79,84,1.38,CN,1706620635
557,santa terezinha,-10.4706,-50.5136,300.69,77,99,1.1,BR,1706620636
558,uacu cungo,-11.3567,15.1172,298.24,74,100,0.9,AO,1706620637
559,morris,45.5861,-95.9139,274.93,97,100,6.17,US,1706620430
560,trujillo,4.2122,-76.3195,292.72,93,100,0.4,CO,1706620639
561,viedma,-40.8135,-62.9967,299.54,50,2,0.71,AR,1706620640
562,ladnun,27.6531,74.3999,293.44,30,100,2.31,IN,1706620640
563,taltal,-25.4071,-70.4855,294.16,76,30,1.16,CL,1706620641
564,shevchenkove,49.6959,37.1735,273.8,71,39,5.04,UA,1706620642
565,nizhnesortymskiy,62.4397,71.7603,252.01,100,79,5.25,RU,1706620643
566,kilinochchi,9.3961,80.3982,299.32,75,99,3.82,LK,1706620643
567,belmonte,-15.8613,-38.8798,302.18,68,65,4.48,BR,1706620644
568,sodra sandby,56.5667,16.6167,277.07,92,100,3.16,SE,1706620645
569,lerwick,60.1534,-1.1443,281.15,81,95,9.34,GB,1706620646
570,chivhu,-19.0211,30.8922,300.36,33,0,4.86,ZW,1706620646
571,chaykovskiy,56.7686,54.1148,268.58,96,100,2.64,RU,1706620647
572,kristiansund,63.1105,7.728,278.28,45,0,1.54,NO,1706620648
573,macau,22.2006,113.5461,292.04,88,40,1.54,MO,1706620649
574,pitimbu,-7.4706,-34.8086,305.48,62,5,5.19,BR,1706620650
575,tarauaca,-8.1614,-70.7656,298.85,89,100,0.5,BR,1706620650
576,bella union,-30.2597,-57.5992,301.11,51,0,2.06,UY,1706620651
577,zonguldak,41.4514,31.7931,280.16,67,93,8.0,TR,1706620652
578,ust'-uda,54.1742,103.0304,241.22,100,23,0.83,RU,1706620653
579,kashgar,39.4707,75.9895,272.64,55,75,1.0,CN,1706620654
580,glendive,47.1053,-104.7125,278.8,93,0,2.57,US,1706620655
581,ciudad insurgentes,25.2635,-111.7744,290.6,64,100,2.4,MX,1706620656
582,dwarka,22.2394,68.9678,296.25,74,7,4.52,IN,1706620656
583,caloto,3.0359,-76.4079,295.55,79,100,0.34,CO,1706620657
584,manta,-0.9621,-80.7127,300.94,74,100,4.92,EC,1706620658
585,katsuren-haebaru,26.3329,127.874,294.31,69,100,3.6,JP,1706620659
586,dunedin,-45.8742,170.5036,285.26,86,48,2.77,NZ,1706620660
587,suntar,62.1444,117.6319,240.81,97,27,1.84,RU,1706620660
588,angaur state,6.906,134.13,300.51,85,100,8.87,PW,1706620661
589,tobelo,1.7284,128.0095,299.84,86,53,1.99,ID,1706620662
590,akjoujt,19.7466,-14.3853,302.36,7,0,7.84,MR,1706620663
591,djidiouia,35.9299,0.8287,291.23,62,100,0.96,DZ,1706620664
592,paciran,-6.8767,112.3761,298.25,93,100,1.07,ID,1706620664
593,manicore,-5.8092,-61.3003,301.35,75,50,1.53,BR,1706620429
594,nguigmi,14.2495,13.1092,300.41,18,100,6.3,NE,1706620647
595,mangrol,21.1227,70.1148,296.74,74,55,6.65,IN,1706620667
596,mount darwin,-16.7725,31.5838,298.52,62,100,2.54,ZW,1706620667
597,polyarnyy,69.1989,33.4478,272.79,75,100,11.69,RU,1706620668
